anio,indicador,tamano_empresa,valor
2015,K.1 % de empresas que han realizado ventas por comercio electrónico,total,20.14
2015,K.1.A % de empresas cuyas ventas por comercio electrónico son >= 1% ventas totales,total,18.64
2015,K.1.B % de empresas cuyas ventas por comercio electrónico son >= 2% ventas totales,total,16.98
2015,K.1.C % de empresas cuyas ventas por comercio electrónico son >= 5% ventas totales,total,15.08
2015,K.1.D % de empresas cuyas ventas por comercio electrónico son >= 10% ventas totales,total,12.55
2015,K.1.E % de empresas cuyas ventas por comercio electrónico son >= 25% ventas totales,total,7.43
2015,K.1.F % de empresas cuyas ventas por comercio electrónico son >= 50% ventas totales,total,4.67
2015,K.1.G ventas mediante comercio electrónico (miles de euros),total,218218003.0
2015,K.1.H % ventas mediante comercio electrónico sobre el total de ventas,total,15.69
2015,K.1.I % ventas mediante comercio electrónico sobre el total de ventas de las empresas que venden por comercio electrónico,total,36.09
2015,K.1.1 % de empresas que han realizado ventas mediante páginas web o apps,total,14.6
2015,K.1.2.A % de empresas cuyas ventas mediante páginas web o apps son >= 1% ventas totales,total,13.0
2015,K.1.2.B % de empresas cuyas ventas mediante páginas web o apps son >= 2% ventas totales,total,11.34
2015,K.1.2.C % de empresas cuyas ventas mediante páginas web o apps son >= 5% ventas totales,total,9.66
2015,K.1.2.D % de empresas cuyas ventas mediante páginas web o apps son >= 10% ventas totales,total,7.69
2015,K.1.2.E % de empresas cuyas ventas mediante páginas web o apps son >= 25% ventas totales,total,4.19
2015,K.1.2.F % de empresas cuyas ventas mediante páginas web o apps son >= 50% ventas totales,total,2.54
2015,K.1.2.G ventas mediante páginas web o apps (miles de euros),total,69699507.4
2015,K.1.2.H % ventas mediante páginas web o apps sobre el total de ventas,total,5.01
2015,K.1.2.I % ventas mediante páginas web o apps sobre el total de ventas de las empresas que venden por páginas web o apps,total,17.42
2015,K.1.3.A Distribución de ventas mediante páginas web o apps realizadas a hogares (B2C) (4),total,31.95
2015,K.1.3.B Distribución de ventas mediante páginas web o apps realizadas a otras empresas (B2B) (4),total,65.55
2015,K.1.3.C Distribución de ventas mediante páginas web o apps realizadas a la Administración Pública (B2G) (4),total,2.5
2015,K.1.4.A Distribución de ventas mediante páginas web o apps por área geográfica: España(4),total,84.0
2015,K.1.4.B Distribución de ventas mediante páginas web o apps por área geográfica: Otros países de la UE(4)(6),total,11.86
2015,K.1.4.C Distribución de ventas mediante páginas web o apps por área geográfica: Resto de países (4),total,4.14
2015,K.1.5.A % de empresas que aceptaron pagos online en las ventas realizadas mediante web o apps (7),total,61.8
2015,K.1.5.B % de empresas que aceptaron pagos offline en las ventas realizadas mediante web o apps (7),total,74.37
2015,K.1.6 % de empresas con/sin ventas por web o apps que tuvieron limitaciones,total,60.92
2015,K.1.6.A.1 % de empresas con ventas por web o apps con límites porque los bienes o servicios no son adecuados,total,2.81
2015,K.1.6.B.1 % de empresas con ventas por web o apps con límites por tener problemas con la logística,total,1.92
2015,K.1.6.C.1 % de empresas con ventas por web o apps con límites por problemas con los pagos,total,1.79
2015,K.1.6.D.1 % de empresas con ventas por web o apps con límites por problemas con la seguridad TIC,total,0.81
2015,K.1.6.E.1 % de empresas con ventas por web o apps con límites por problemas con el marco legal,total,0.75
2015,K.1.6.F.1 % de empresas con ventas por web o apps con límites por problemas de coste,total,1.69
2015,K.1.6.A.2 % de empresas sin ventas por web o apps porque los bienes o servicios no son adecuados,total,47.67
2015,K.1.6.B.2 % de empresas sin ventas por web o apps por tener problemas con la logística,total,13.15
2015,K.1.6.C.2 % de empresas sin ventas por web o apps por problemas con los pagos,total,9.32
2015,K.1.6.D.2 % de empresas sin ventas por web o apps por problemas con la seguridad TIC,total,7.52
2015,K.1.6.E.2 % de empresas sin ventas por web o apps por problemas con el marco legal,total,5.89
2015,K.1.6.F.2 % de empresas sin ventas por web o apps por problemas de coste,total,15.08
2015,K.1.7 % de empresas que han realizado ventas mediante mensajes tipo EDI,total,7.67
2015,K.1.8.A % de empresas cuyas ventas mediante mensajes tipo EDI son >= 1% ventas totales,total,7.43
2015,K.1.8.B % de empresas cuyas ventas mediante mensajes tipo EDI son >= 2% ventas totales,total,7.12
2015,K.1.8.C % de empresas cuyas ventas mediante mensajes tipo EDI son >= 5% ventas totales,total,6.66
